Date,Title,Attack Type,Industry,Actor,Motivation,Tactic,Technique,Technique ID,Procedure,Link,Quarter,Source
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Credential Access,Multi-Factor Authentication Request Generation,T1621,Scattered Spider sends repeated MFA notification prompts to lead employees to accept the prompt and gain access to the target network.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q4 2025,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Credential Access,Unsecured Credentials: Credentials in Files,T1552.001,Scattered Spider threat actors search for insecurely stored credentials on victim’s systems.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q1 2026,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Credential Access,Unsecured Credentials: Private Keys,T1552.004,Scattered Spider threat actors search for insecurely stored private keys on victim’s systems.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q2 2026,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Discovery,Discovery,TA0007,"Upon gaining access to a targeted network, Scattered Spider threat actors seek out SharePoint sites, credential storage documentation, VMware vCenter, infrastructure backups and enumerate AD to identify useful information to support further operations.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q3 2026,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Discovery,Browser Information Discovery,T1217,"Scattered Spider threat actors use tools (e.g., Raccoon Stealer) to obtain browser histories.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q4 2026,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Discovery,Cloud Service Dashboard,T1538,Scattered Spider threat actors leverage AWS Systems Manager Inventory to discover targets for lateral movement.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q1 2027,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Discovery,File and Directory Discovery,T1083,Scattered Spider threat actors search a compromised network to discover files and directories for further information or exploitation.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q2 2027,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Discovery,Remote System Discovery,T1018,"Scattered Spider threat actors search for infrastructure, such as remote systems, to exploit.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q3 2027,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Discovery,Steal Web Session Cookie,T1539,"Scattered Spider threat actors use tools, such as Raccoon Stealer, to obtain browser cookies.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q4 2027,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Lateral Movement,Lateral Movement,TA0008,Scattered Spider threat actors laterally move across a target network upon gaining access and establishing persistence.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q1 2028,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Lateral Movement,Remote Services: Cloud Services,T1021.007,Scattered Spider threat actors use pre-existing cloud instances for lateral movement and data collection.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q2 2028,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Collection,Data from Information Repositories: Code Repositories,T1213.003,Scattered Spider threat actors search code repositories for data collection and exfiltration.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q3 2028,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Collection,Data from Information Repositories: Sharepoint,T1213.002,Scattered Spider threat actors search SharePoint repositories for information.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q4 2028,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Collection,Data Staged,T1074,Scattered Spider threat actors stage data from multiple data sources into a centralized database before exfiltration.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q1 2029,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Collection,Email Collection,T1114,Scattered Spider threat actors search victim’s emails to determine if the victim has detected the intrusion and initiated any security response.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q2 2029,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Collection,Data from Cloud Storage,T1530,Scattered Spider threat actors search data in cloud storage for collection and exfiltration.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q3 2029,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Command and Control,Remote Access Software,T1219,"Impersonating helpdesk personnel, Scattered Spider threat actors direct employees to run commercial remote access tools thereby enabling access to and command and control of the victim’s network.

Scattered Spider threat actors leverage third-party software to facilitate lateral movement and maintain persistence on a target organization’s network.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q4 2029,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Exfiltration,Exfiltration,TA0010,Scattered Spider threat actors exfiltrate data from a target network to for data extortion.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q1 2030,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Impact,Data Encrypted for Impact,T1486,"Scattered Spider threat actors recently began encrypting data on a target network and demanding a ransom for decryption.

Scattered Spider threat actors has been observed encrypting VMware ESXi servers.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q2 2030,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Impact,Exfiltration Over Web Service: Exfiltration to Cloud Storage,T1567.002,Scattered Spider threat actors exfiltrate data to multiple sites including U.S.-based data centers and MEGA[.]NZ.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q3 2030,Australia
16-Nov-23,Scattered Spider,Ransomware,Commercial facilities sectors and subsectors,"Scattered Spider, also known as Starfraud, UNC3944, Scatter Swine, and Muddled Libra",Financial gain through data extortion and ransomware,Impact,Financial Theft,T1657,Scattered Spider threat actors monetized access to victim networks in numerous ways including extortion-enabled ransomware and data theft.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,Q4 2030,Australia
11-Oct-23,#StopRansomware: AvosLocker Ransomware Update,Ransomware as a Service (RaaS),Various critical infrastructure sectors in the United States,AvosLocker ransomware affiliates,Financial gain through ransomware attacks and data extortion,Initial Access,External Remote Services,T1133,"AvosLocker affiliates use remote system administration tools—Splashtop Streamer, Tactical RMM, PuTTy, AnyDesk, PDQ Deploy, and Atera Agent—to access backdoor access vectors.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-284a,Q1 2031,USA
11-Oct-23,#StopRansomware: AvosLocker Ransomware Update,Ransomware as a Service (RaaS),Various critical infrastructure sectors in the United States,AvosLocker ransomware affiliates,Financial gain through ransomware attacks and data extortion,Execution,Command and Scripting Interpreter: PowerShell,T1059.001,"AvosLocker affiliates use custom PowerShell scripts to enable privilege escalation, lateral movement, and to disable antivirus.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-284a,Q2 2031,USA
11-Oct-23,#StopRansomware: AvosLocker Ransomware Update,Ransomware as a Service (RaaS),Various critical infrastructure sectors in the United States,AvosLocker ransomware affiliates,Financial gain through ransomware attacks and data extortion,,Command and Scripting Interpreter: Windows Command Shell,T1059.003,"AvosLocker affiliates use custom .bat scripts to enable privilege escalation, lateral movement, and to disable antivirus. ",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-284a,Q3 2031,USA
11-Oct-23,#StopRansomware: AvosLocker Ransomware Update,Ransomware as a Service (RaaS),Various critical infrastructure sectors in the United States,AvosLocker ransomware affiliates,Financial gain through ransomware attacks and data extortion,,Windows Management Instrumentation,T1047,"AvosLocker affiliates use legitimate Windows tools, such as PsExec and Nltest in their execution.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-284a,Q4 2031,USA
11-Oct-23,#StopRansomware: AvosLocker Ransomware Update,Ransomware as a Service (RaaS),Various critical infrastructure sectors in the United States,AvosLocker ransomware affiliates,Financial gain through ransomware attacks and data extortion,Persistence,Server Software Component,T1505.003,AvosLocker affiliates have uploaded and used custom webshells to enable network access.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-284a,Q1 2032,USA
11-Oct-23,#StopRansomware: AvosLocker Ransomware Update,Ransomware as a Service (RaaS),Various critical infrastructure sectors in the United States,AvosLocker ransomware affiliates,Financial gain through ransomware attacks and data extortion,Credential Access,Credentials from Password Stores,T1555,AvosLocker affiliates use open-source applications Lazagne and Mimikatz to steal credentials from system stores,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-284a,Q2 2032,USA
11-Oct-23,#StopRansomware: AvosLocker Ransomware Update,Ransomware as a Service (RaaS),Various critical infrastructure sectors in the United States,AvosLocker ransomware affiliates,Financial gain through ransomware attacks and data extortion,Command and Control,Protocol Tunneling,T1572,AvosLocker affiliates use open source networking tunneling tools like Ligolo and Chisel.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-284a,Q3 2032,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Resource Development,Obtain Capabilities: Code Signing Certificates,T1588.003,BlackTech actors use stolen code-signing certificates to sign payloads and evade defenses.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q4 2032,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering", Initial Access,Initial Access,TA0001,BlackTech actors gain access to victim networks by exploiting routers.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q1 2033,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering", Initial Access,Trusted Relationship,T1199,BlackTech actors exploit trusted domain relationships of routers to gain access to victim networks.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q2 2033,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Persistence,Persistence,TA0003,BlackTech actors gain persistent access to victims’ networks.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q3 2033,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Persistence,Traffic Signaling,T1205,BlackTech actors send specially crafted packets to enable or disable backdoor functionality on a compromised router.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q4 2033,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Persistence,Pre-OS Boot: ROMMONkit,T1542.004,BlackTech actors modify router firmware to maintain persistence.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q1 2034,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Privilege Escalation,Privilege Escalation,TA0004,BlackTech actors gain elevated privileges on a victim’s network.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q2 2034,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Defense Evasion,Defense Evasion,TA0005,BlackTech actors configure their tools to evade detection by security software and EDR.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q3 2034,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Defense Evasion,Modify Registry,T1112,BlackTech actors modify the victim’s registry.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q4 2034,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Defense Evasion,Impair Defenses,T1562,BlackTech actors disable logging on compromised routers to avoid detection and evade defenses.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q1 2035,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Defense Evasion,Impair Defenses: Impair Command History Logging,T1562.003,BlackTech actors disable logging on the compromised routers to prevent logging of any commands issued.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q2 2035,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Defense Evasion,Modify System Image: Patch System Image,T1601.001,BlackTech actors modify router firmware to evade detection.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q3 2035,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Discovery,Discovery,TA0007,BlackTech actors use SNScan to enumerate victims’ networks and obtain further network information.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q4 2035,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Lateral Movement,Remote Services: Remote Desktop Protocol,T1021.001,BlackTech actors use RDP to move laterally across a victim’s network.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q1 2036,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Lateral Movement,Remote Services: SSH,T1021.004,BlackTech actors use SSH to move laterally across a victim’s network.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q2 2036,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Command and Control,Command and Control,TA0011,BlackTech actors compromise and control a victim’s network infrastructure.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q3 2036,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Command and Control,Application Layer Protocol: File Transfer Protocols,T1071.002,BlackTech actors use FTP to move data through a victim’s network or to deliver scripts for compromising routers.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q4 2036,USA
27-Sep-23,People's Republic of China-Linked Cyber Actors Hide in Router Firmware,Router firmware modification ,"Government, industrial technology, media, electronics, telecommunication sectors in the U.S. and Japan","BlackTech (also known as Palmerworm, Temp.Overboard, Circuit Panda, Radio Panda)","Espionage and potential preparation for cyberattacks against critical infrastructure sectors, leveraging sophisticated techniques for long-term access and intelligence gathering",Command and Control,Proxy,T1090,BlackTech actors use compromised routers to proxy traffic.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-270a,Q1 2037,USA
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Reconnaissance,Gather Victim Network Information,T1590,Snatch threat actors may gather information about the victim's networks that can be used during targeting.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q2 2037,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Resource Development,Acquire Infrastructure: Virtual Private Server,T1583.003,"Snatch threat actors may rent Virtual Private Servers (VPSs) that can be used during targeting. Snatch threat actors acquire infrastructure from VPS service providers that are known for renting VPSs with minimal registration information, allowing for more anonymous acquisitions of infrastructure.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q3 2037,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Initial Access,Valid Accounts,T1078,Snatch threat actors use compromised user credentials from criminal forums/marketplaces to gain access and maintain persistence on a victim’s network.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q4 2037,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Initial Access,External Remote Services,T1133,"Snatch threat actors exploit weaknesses in RDP to perform brute forcing and gain administrator credentials for a victim’s network.

Snatch threat actors use VPN services to connect to a victim’s network.",https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q1 2038,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Execution,Command and Scripting Interpreter: Windows Command Shell,T1059.003,Snatch threat actors may use batch files (.bat) during ransomware execution and data discovery.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q2 2038,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Execution,System Services: Service Execution,T1569.002,Snatch threat actors may leverage various Windows tools to enumerate systems on the victim’s network. Snatch ransomware used sc.exe.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q3 2038,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Persistence,Valid Accounts: Domain Accounts,T1078.002,Snatch threat actors compromise domain accounts to maintain persistence on a victim’s network.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q4 2038,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Defense Evasion,Masquerading,T1036,Snatch threat actors have the ransomware executable match the SHA-256 hash of a legitimate file to avoid rule-based detection.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q1 2039,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Defense Evasion,Indicator Removal: File Deletion,T1070.004,Snatch threat actors delete batch files from a victim’s filesystem once execution is complete.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q2 2039,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Defense Evasion,Modify Registry,T1112,Snatch threat actors modify Windows Registry keys to aid in persistence and execution.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q3 2039,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Defense Evasion,Impair Defenses: Disable or Modify Tools,T1562.001,Snatch threat actors have attempted to disable a system’s antivirus program to enable persistence and ransomware execution.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q4 2039,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Defense Evasion,Impair Defenses: Safe Mode Boot,T1562.009,Snatch threat actors abuse Windows Safe Mode to circumvent detection by antivirus or endpoint protection and encrypt files when few services are running.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q1 2040,Canada
20-Sep-23,#StopRansomware: Snatch Ransomware,Ransomware as a Service (RaaS),"Critical infrastructure sectors including Defense Industrial Base (DIB), Food and Agriculture, and Information Technology","Snatch ransomware actors, initially known as Team Truniger","Financial gain through ransom demands following data exfiltration, leveraging the double extortion tactic",Credential Access,Brute Force: Password Guessing,T1110.001,Snatch threat actors use brute force to obtain administrator credentials for a victim’s network.,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-263a,Q2 2040,Canada
